Dosya,ID,Durum,Area,Perimeter,HullArea,HullPerimeter,Solidity,Circularity,Convexity,AspectRatio,Extent,EqDiameter,Eccentricity,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,BBoxX,BBoxY,BBoxW,BBoxH
testA_18.bmp,1,Anomali,2054.0,221.88224983215332,2103.0,215.31634163856506,0.9766999524488825,0.5242822825613296,1.0304942399802146,3.096774193548387,0.6901881720430108,51.13935886268055,0.9505763345420871,0.2835549381740785,0.05141042897221403,0.0028472048590947254,0.0008791327389869331,1.291761358546219e-06,0.00013951480133868162,5.15666584606223e-07,573,0,96,31
testA_18.bmp,2,Anomali,3529.0,246.30865597724915,3599.0,237.29536318778992,0.9805501528202278,0.7309744101682029,1.037983434098231,1.5964912280701755,0.6803547329863119,67.03180106017135,0.8096262669025033,0.19015999454496765,0.008383211981063473,0.000985199053079676,0.00014222498706423564,5.316532663926191e-08,1.2881243380191007e-05,-2.790412744476507e-09,601,29,91,57
testA_18.bmp,3,Normal,1759.0,185.88224983215332,1823.5,178.20315849781036,0.9646284617493831,0.6397346333900618,1.0430917801854636,0.5797101449275363,0.6373188405797101,47.32471192927804,0.7940530381562109,0.18786753024134975,0.00477581400647249,0.0018576267932431563,7.710426224254375e-05,-2.7281071353370377e-08,-5.232488089389455e-06,1.035667598943129e-08,735,36,40,69
testA_18.bmp,4,Anomali,2375.0,198.85281229019165,2417.5,190.7221052646637,0.9824198552223371,0.7547619592458963,1.0426311727958593,1.9024390243902438,0.7426516572858036,54.990398423233955,0.8585002047284814,0.1973033036160238,0.013312624124920621,9.353437142687927e-05,1.6844331043958817e-05,6.671668824550879e-10,1.941269710296161e-06,4.375038981710815e-11,568,92,78,41
testA_18.bmp,5,Normal,5673.5,298.14927566051483,5775.0,285.20039558410645,0.9824242424242424,0.8020351573040909,1.0454027423415326,1.5277777777777777,0.7163510101010101,84.99249706329934,0.7858851737204394,0.17924923698125816,0.006325467916624691,0.00014829518563479337,1.0728937834056524e-05,3.4925957586514547e-10,5.658999331010035e-07,2.473128881756532e-10,665,108,110,72
testA_18.bmp,6,Normal,11813.5,419.4629839658737,11940.5,405.2277170419693,0.98936392948369,0.8437254817920207,1.035129055405729,0.835820895522388,0.787146855010661,122.64344809947592,0.5322690335515452,0.16518869033103956,0.0006020827904865174,0.0003292944014972434,1.7935466125940799e-06,-2.9580876563010336e-12,-3.707995242485154e-08,-4.348692916145008e-11,663,177,112,134
testA_18.bmp,7,Normal,4216.0,247.33809351921082,4270.0,237.55014216899872,0.9873536299765808,0.8660210500424568,1.0412037276039545,1.196969696969697,0.8085922516302263,73.26648565751906,0.6051074863979615,0.16468749249891773,0.001396126750416546,5.281907937998815e-05,1.2113185358137396e-06,6.861178854460831e-12,3.8375280831841757e-08,-6.841248127477542e-12,529,188,79,66
testA_18.bmp,8,Normal,9715.0,375.36247873306274,9845.0,357.4820922613144,0.9867953275774505,0.8664648558972752,1.0500175725129135,0.8991596638655462,0.7629780884316343,111.21835359823534,0.5649972541238422,0.1627437026189315,0.0009506664606680093,1.4335279867343592e-05,9.351083729312729e-08,7.10064037982532e-14,2.012505576258571e-09,-8.173021904095466e-14,478,269,107,119
testA_18.bmp,9,Anomali,20871.0,608.357426404953,21527.0,581.556604385376,0.9695266409625122,0.7086560417654292,1.0460846318612471,0.8333333333333334,0.6388429752066116,163.01466970235404,0.8647414812337221,0.2007198925059793,0.0138900521082258,0.00021155251054084126,1.1350782677822643e-05,-3.700262793873432e-10,-8.653454670720194e-07,-4.152865957549434e-10,610,324,165,198
testA_18.bmp,10,Anomali,13287.5,529.4873691797256,13634.5,507.7419732809067,0.9745498551468701,0.5955825055543714,1.042827650742178,1.7894736842105263,0.5713579291365669,130.06986757381003,0.8777891611071021,0.21540166054629692,0.01811039964824085,0.0009821243951343452,0.00017832817435683542,7.243464497217069e-08,1.8508482955733266e-05,1.7968104270141477e-08,448,408,204,114
testA_19.bmp,1,Anomali,9482.5,397.8650048971176,9614.5,386.3731313943863,0.9862707369077955,0.7527681445095832,1.0297429416513983,1.6705882352941177,0.7856255178127589,109.8794520506504,0.802297056676432,0.18789627803512288,0.007363931495530118,0.0008797819968231177,3.865680195142052e-05,-7.126090072653953e-09,-3.288375859098113e-06,-2.024038900645662e-10,311,0,142,85
testA_19.bmp,2,Anomali,1273.0,179.88224983215332,1316.0,175.29308259487152,0.9673252279635258,0.49438085715573765,1.0261799676823988,2.925925925925926,0.596812001875293,40.25958197060499,0.941986276564139,0.25137612874404597,0.03127336727306125,0.003609197578051488,0.00027812720380367937,-2.726472427576037e-07,-4.798867726619366e-05,-5.7562232012395716e-08,487,0,79,27
testA_19.bmp,3,Normal,9258.5,367.8061298131943,9412.5,352.9061715602875,0.9836387782204515,0.8600279571637252,1.0422207358602722,1.0857142857142856,0.7734753550543024,108.5738841753877,0.5183658559994714,0.16273324292166025,0.000606050230429415,0.00013113937256536783,1.4767795592401604e-06,2.0550449742307403e-11,3.609752589631447e-08,1.9085647692836545e-13,545,0,114,105
testA_19.bmp,4,Anomali,1310.5,193.63960921764374,1378.0,189.02778601646423,0.9510159651669086,0.4391961194894996,1.0243975941228969,3.48,0.6025287356321839,40.84826095901062,0.9690056112760671,0.3195458145293046,0.07081016598424046,0.0038394176667202566,0.0007620777097920869,9.023601815705401e-07,7.736712319522196e-05,-9.407544955487094e-07,688,0,87,25
testA_19.bmp,5,Normal,6623.5,308.14927566051483,6733.5,294.55741143226624,0.9836637706987451,0.87654678716831,1.046143344898908,0.8613861386138614,0.7537839990895642,91.83301217184021,0.5389690920372299,0.16187810728161978,0.0007414119034530336,2.1938956563046504e-05,1.1775165072850576e-07,-1.8925649376170413e-13,-3.204323397235471e-09,-1.1270242412258866e-15,154,34,87,101
testA_19.bmp,6,Normal,11384.0,409.3036036491394,11569.0,388.18632996082306,0.9840089895410148,0.8539129785658844,1.0543998385786733,1.2035398230088497,0.7407600208224883,120.39335105089937,0.577749694360036,0.16363702897218313,0.001071696967200275,0.00010669563359622499,7.546394238389986e-07,-6.388056470029441e-12,-2.398495676410493e-08,2.2462092314357325e-12,326,94,136,113
testA_19.bmp,7,Normal,9542.0,373.9655101299286,9635.5,364.1383047103882,0.9902963001401069,0.8574053239108672,1.026987562946327,0.7899159663865546,0.8530305739317003,110.22364417793,0.610356303606962,0.1664452144759032,0.0014167436408418202,0.00012999201613249486,4.616661208762394e-06,2.976128122491827e-11,1.3498532597558124e-08,1.0911074243534467e-10,681,109,94,119
testA_19.bmp,8,Normal,10677.0,395.3036036491394,10933.0,377.0503797531128,0.9765846519710967,0.8586131979337785,1.0484105702478765,1.1517857142857142,0.7389950166112956,116.59493393427235,0.5689002855816062,0.16295074712797775,0.0010221345100830048,2.309575727216493e-06,2.661138707653883e-08,-1.7328386347964978e-15,6.557201412766773e-10,-6.3656787288914e-15,529,155,129,112
testA_19.bmp,9,Normal,6223.0,301.90663504600525,6326.5,286.54859149456024,0.9836402434205327,0.8579546840677664,1.0535966464582553,1.0,0.7352315689981096,89.01331185214332,0.49321032613896204,0.1615503747388996,0.0005047191385725313,5.174448931666293e-05,4.4732908729181915e-07,-2.6189174072179765e-13,-1.3268237932496705e-09,2.136157087716257e-12,229,221,92,92
testA_19.bmp,10,Normal,8094.0,340.73506212234497,8213.5,326.22913801670074,0.9854507822487368,0.8760712196661444,1.0444654459556633,0.9805825242718447,0.7780447947707392,101.51650543180851,0.39799081922525203,0.16078812752541827,0.00019854447798116787,7.078117096910611e-05,3.036892340339739e-07,-6.303232447113831e-13,-2.0669900840439215e-09,1.2590311540332353e-12,405,220,101,103
testA_19.bmp,11,Normal,8694.5,356.29141104221344,8826.5,342.5522201061249,0.9850450348382711,0.8606840792796608,1.040108310878359,1.1938775510204083,0.7582853654282226,105.21492870168127,0.620912045045402,0.1657615150511815,0.0016469184963936617,0.0001190581873948715,1.2888407454773763e-06,-7.333174475171517e-12,-2.831187370817276e-08,-1.4181574009983066e-11,658,228,117,98
testA_19.bmp,12,Normal,8416.5,347.26197350025177,8525.0,332.0311505794525,0.9872727272727273,0.8770552119695472,1.0458716686498204,0.9814814814814815,0.7351939203354297,103.51918000188901,0.5379735572620424,0.1621128306516187,0.0007712054980315792,2.1158365608064954e-05,1.145710833404198e-07,-1.746983814206571e-13,-2.7299675560092635e-09,3.6069217847282196e-14,294,274,106,108
testA_19.bmp,13,Normal,9646.5,378.0904005765915,9817.5,361.3782902956009,0.9825821237585943,0.847985313123601,1.0462454738698344,1.4210526315789473,0.7521637426900585,110.82556234140095,0.6978493311122418,0.1685617288708483,0.0029407699959494624,1.1328688563782215e-05,3.1440861571200025e-07,4.248117931299204e-13,9.445053249895961e-09,-4.142854691302099e-13,538,278,135,95
testA_19.bmp,14,Anomali,722.0,151.5979790687561,734.5,148.9044623374939,0.9829816201497618,0.39478463168586536,1.0180888919578335,0.2112676056338028,0.6779342723004694,30.319613310508885,0.9800604270792994,0.38035062841710937,0.11494362994973269,0.003534731299881033,0.00036184024756729413,-3.6401624920342195e-07,-0.00011453161997090287,-1.8695080272008355e-07,760,305,15,71
testA_19.bmp,15,Normal,9900.5,382.3746713399887,10071.5,363.9724885225296,0.9830213970113687,0.8509200534798761,1.0505592686198864,1.1061946902654867,0.7009203539823009,112.2751446788223,0.4573675559429532,0.16236696233838135,0.00035682932288617935,0.00014503287403362094,1.6304670248991339e-06,1.5430111820497382e-11,2.2894601676607436e-08,1.9762398010706263e-11,632,345,125,113
testA_19.bmp,16,Normal,10299.5,390.8599525690079,10481.0,371.36644899845123,0.9826829501001813,0.84719553061766,1.052491288922651,1.0854700854700854,0.6931489333064136,114.51519851530541,0.6227437061751792,0.1648958819455203,0.0015784378496941918,5.6360443730845845e-06,4.212740033694122e-08,8.25216837140848e-15,-7.026003255015121e-10,-1.8795647001653655e-14,358,352,127,117
testA_19.bmp,17,Normal,8477.0,347.36247873306274,8582.0,334.10069966316223,0.9877650897226754,0.8828486084199154,1.0396939577895854,1.099009900990099,0.7561323699937561,103.890575225667,0.5579516146984123,0.16286701255697184,0.0009210166048121542,6.749413356188703e-05,6.333870344056357e-07,4.13975904079736e-12,1.914700234907599e-08,-1.1298960975903368e-13,167,396,111,101
testA_19.bmp,18,Anomali,1599.5,188.81118214130402,1640.0,183.50748598575592,0.9753048780487805,0.5638176742000646,1.0289017972594305,0.4342105263157895,0.6377591706539075,45.12811376297366,0.911070507792143,0.2285297983186244,0.021734468182021703,0.0028955062495441713,0.0006278314500449322,7.882782417331982e-07,7.915858644277686e-05,-3.0851143503741616e-07,742,410,33,76
testA_19.bmp,19,Normal,7686.0,342.67618703842163,7799.5,326.5071544647217,0.9854477851144304,0.8225122834239018,1.049521219834241,1.0,0.6840512637949449,98.92481559666645,0.7733216391718735,0.1760702320664938,0.005542273799993176,6.204151769875726e-06,2.8305203601537477e-07,8.045801348812199e-14,-6.236495447706246e-10,-3.6636368543917046e-13,569,412,106,106
testA_19.bmp,20,Normal,8585.0,357.22034335136414,8707.5,343.0855609178543,0.9859316681022108,0.8454302758768512,1.0411990011928662,1.183673469387755,0.7551900070372977,104.55028212085978,0.6085717221666438,0.16714760968025694,0.0014612463912743266,0.00033709788790564144,4.486929340285326e-06,1.7147543471103158e-10,1.706169780199373e-07,3.2362431453549004e-11,435,424,116,98
testA_19.bmp,21,Anomali,3294.5,234.81118214130402,3332.0,229.80811715126038,0.9887454981992797,0.7508649392980593,1.0217706191237388,1.75,0.8170882936507936,64.76640857828998,0.8263486278080789,0.19086920647038558,0.008732242298862934,0.0007629149765893581,5.0464040685122524e-05,-2.257346289858776e-09,-1.6993639109364823e-06,9.64098828699834e-09,235,474,84,48
testA_19.bmp,22,Anomali,2007.5,204.81118214130402,2044.5,199.52624118328094,0.9819026656884324,0.6013926132113161,1.0264874481004653,2.5454545454545454,0.7242063492063492,50.55717937203221,0.9291750602250888,0.2422991915942656,0.030067306507673718,0.001739034721260677,0.00026156025059712257,9.666384532790815e-08,1.0959590472470748e-05,-1.475633670637452e-07,327,489,84,33
testA_21.bmp,1,Anomali,4684.0,364.3919162750244,5599.5,339.3081439733505,0.8365032592195731,0.4432913761055351,1.073926231206652,1.88,0.44293144208037827,77.22599321173864,0.9356121576551119,0.3265163674707043,0.0695888544107166,0.00611123487636258,0.0031857388150179234,1.3798048889425012e-05,0.0006923277057638373,2.683533395096998e-06,559,0,141,75
testA_21.bmp,2,Normal,7135.0,320.73506212234497,7227.0,305.42973709106445,0.9872699598726996,0.8715874415545659,1.0501107887432624,0.8921568627450981,0.768692092221504,95.31297997484596,0.518092089815317,0.1615066269218464,0.0006301466099022305,6.542652636491062e-06,8.370392494406238e-08,5.1789875833616414e-14,1.9336874068560648e-09,3.39824165256324e-14,561,95,91,102
testA_21.bmp,3,Anomali,5753.0,328.59292674064636,5832.0,317.15983164310455,0.9864540466392319,0.6695574039307014,1.0360483704330103,0.652542372881356,0.6331719128329297,85.58590480249298,0.8529994255791817,0.20563995531741272,0.013493508262798652,0.0015451415056623174,0.00022269446331879924,1.2509701963861206e-07,2.142056555875769e-05,-3.7621158776068084e-08,698,118,77,118
testA_21.bmp,4,Anomali,43031.0,948.6315925121307,44806.0,907.20454621315,0.9603847698968888,0.600891602652171,1.045664504738105,0.8291139240506329,0.5197482848584404,234.07001270880212,0.9389526833045454,0.26263608528966315,0.04262487060157168,8.95008334323598e-05,2.4074039453694313e-05,1.0950572975298856e-09,4.713341394321379e-06,-2.2269968682484507e-10,513,206,262,316
testA_24.bmp,1,Anomali,3068.5,249.9827550649643,3196.5,241.2089101076126,0.9599562020960426,0.6170436557686214,1.036374464581086,0.5274725274725275,0.7024954212454212,62.505484103555645,0.8981312198882144,0.2231298479661244,0.0205872380347511,0.0015706514449326655,0.00023755823336152652,1.4490745975590116e-07,3.400511545161178e-05,7.649635270493798e-09,703,0,48,91
testA_25.bmp,1,Normal,8340.5,361.0365778207779,8511.0,349.4482116699219,0.9799671013981905,0.8040805236351946,1.033161898569972,1.3636363636363635,0.7898200757575757,103.05073712916189,0.717018252002862,0.1751513324999055,0.0036980456568298766,0.0003751013629550369,9.168934480536756e-06,-4.4030224630574254e-10,-3.860578133891773e-07,-3.0866160042544064e-10,517,0,120,88
testA_25.bmp,2,Normal,11204.0,405.9898953437805,11406.0,387.4462488889694,0.9822900227950202,0.8541861295888039,1.0478612104465752,0.8560606060606061,0.7511397157414856,119.43774888707826,0.6237411777812835,0.16449754441431108,0.0015479359212002184,2.3239226114966698e-05,5.081725462130898e-07,1.473394712204198e-12,1.5425035653452006e-08,-9.37440637190055e-13,609,61,113,132
testA_25.bmp,3,Anomali,4607.5,281.78174459934235,4681.5,274.9146137237549,0.9841931005019758,0.7292047695477963,1.0249791409142326,0.5588235294117647,0.7924836601307189,76.5927620755856,0.8463629619817186,0.1985479436102706,0.01151852911425811,0.0009338750326693478,0.00010201263538668024,2.2828254722807465e-08,7.22630981064606e-06,-2.1685819911046567e-08,718,126,57,102
testA_25.bmp,4,Normal,7495.5,329.11983811855316,7632.0,314.7393864393234,0.9821147798742138,0.8695656006180894,1.0456900289535325,1.1041666666666667,0.7365860849056604,97.69118183112748,0.5145228002451775,0.16198170815763846,0.0006516883907163886,3.7915158778172365e-05,2.661157067363945e-07,3.2498707892029906e-13,3.835614091237272e-09,-7.803331820061999e-13,606,258,106,96
testA_25.bmp,5,Anomali,3720.0,279.3380935192108,3801.5,269.7930701971054,0.9785610943048797,0.5990905572487807,1.0353790529724578,0.4247787610619469,0.6858407079646017,68.82187956177022,0.9045280827885863,0.22093218781816826,0.019285734357604604,0.001850211180192473,0.00015347361027727045,-2.934455175817373e-08,-1.0662856599695527e-05,-7.633675540657731e-08,727,259,48,113
testA_25.bmp,6,Normal,9829.5,381.74725472927094,10053.5,361.29238843917847,0.9777192022678669,0.8475970682558591,1.056615824037865,1.0803571428571428,0.7253172963400236,111.8718378546374,0.2835720240599843,0.16084450983751766,3.199502781978092e-05,8.864944669773774e-05,4.979168308455626e-08,-1.0394308082248676e-13,1.7909878403685992e-10,1.1793608189680652e-14,636,364,121,112
testA_25.bmp,7,Anomali,2988.5,235.15432798862457,3024.5,230.27611482143402,0.9880972061497768,0.6791366555495366,1.0211841908613637,0.5783132530120482,0.7501255020080321,61.68530116195457,0.8323535222306934,0.19702164950172718,0.009721819641060503,0.0012702011343527955,0.00016070940065989524,6.524715102244226e-08,1.448740228625069e-05,-3.186006079009745e-08,727,439,48,83
testA_25.bmp,8,Normal,6240.0,307.62236428260803,6372.0,296.35221898555756,0.9792843691148776,0.8286261644806597,1.0380295627130085,1.2073170731707317,0.7686622320768662,89.13481227414694,0.6191680548076142,0.16766149492018945,0.001574146443715558,0.0002674393034669947,4.599564768459746e-06,1.2336142297963962e-10,1.4789208871786388e-07,1.0395211934097918e-10,544,440,99,82
testA_27.bmp,1,Normal,10381.0,407.4213538169861,10508.0,393.36847972869873,0.9879139703083365,0.7858894884216503,1.0357244538199386,1.4479166666666667,0.7779526378896883,114.96738543559093,0.7751387363188713,0.18332740116986296,0.006412861048315604,0.0005903288951587813,3.851385549242472e-05,5.574691029726378e-09,3.0026578763450424e-06,1.6270470159368773e-09,239,0,139,96
testA_27.bmp,2,Normal,7444.5,330.69343197345734,7523.0,319.67131781578064,0.9895653329788648,0.8554492692390847,1.0344795217568705,1.2705882352941176,0.8109477124183007,97.3582651385126,0.6296337357959787,0.16704017830061946,0.0017396130752214238,0.0001545387636055246,5.997097187870302e-06,1.2088791516392355e-10,1.6004185506581285e-07,1.3681396078643995e-10,478,0,108,85
testA_27.bmp,3,Anomali,2826.0,282.3675310611725,2974.0,270.50328862667084,0.9502353732347008,0.44540235454491833,1.0438598824241128,3.361111111111111,0.6487603305785123,59.98478935048093,0.9660595184565621,0.3234190252117085,0.0737303889479065,0.004573947468979338,0.0016878440295034186,4.559512744591386e-06,0.00039502994766859765,1.0972818897891566e-06,612,0,121,36
testA_27.bmp,4,Normal,12341.5,429.4041088819504,12503.5,410.6404643058777,0.9870436277842204,0.8410957140935964,1.0456936084167683,1.3153153153153154,0.7615389361964704,125.35424141746864,0.722612296610147,0.17095395459556684,0.0036850857403230527,5.399785994867317e-05,1.5833362270983382e-06,3.4716970956095953e-12,5.2888154113934924e-09,1.4222649186950452e-11,606,33,146,111
testA_27.bmp,5,Normal,7502.0,339.22034335136414,7625.0,325.7004917860031,0.9838688524590163,0.8192626294668801,1.041510074151942,0.8981481481481481,0.7161130202367316,97.7335309123905,0.736845113143718,0.17384847179822782,0.004020911911019307,0.00026994864869006493,1.077006636032024e-05,8.89943610470833e-11,-7.165972957422875e-08,-5.738622143046462e-10,375,56,97,108
testA_27.bmp,6,Normal,6894.0,335.5634891986847,7069.0,318.0148751735687,0.9752440231998868,0.7693637856474559,1.05518173958227,1.0,0.6758160964611313,93.68945202851927,0.78825074131135,0.18128338318933723,0.006639949867917295,0.0003096695562992109,2.9647044916865203e-05,2.803078807594857e-09,2.365582231111776e-06,-4.6062686090357277e-10,279,78,101,101
testA_27.bmp,7,Normal,7045.0,322.534051656723,7137.5,309.61421251296997,0.9870402802101577,0.851019902843726,1.041728830982563,1.211111111111111,0.718144750254842,94.70993924958046,0.7105038591530193,0.16983418933298328,0.0032730927244982227,3.6592830948535746e-05,9.834233469871159e-07,-5.657333989809403e-12,-5.5675291104298685e-08,-1.6726152996893213e-12,481,96,109,90
testA_27.bmp,8,Normal,5143.5,281.23758828639984,5205.5,270.83885526657104,0.9880895206992604,0.8171878071105297,1.038394539105528,1.0,0.7649464604402142,80.92532111981582,0.6486092795671304,0.1702819660921279,0.0022282905550319284,0.00039138236513600733,4.433947253381201e-06,-6.22100408200647e-13,-8.640141815502401e-08,1.8470725198328735e-10,693,125,82,82
testA_27.bmp,9,Normal,6193.5,308.83556735515594,6330.0,295.0215542316437,0.978436018957346,0.8160023039202777,1.046823741944854,1.48,0.7439639639639639,88.80207835584272,0.7624682853994648,0.17548748267691072,0.005068329337262703,6.78452509475307e-05,2.9382586432100814e-06,4.054116445220197e-11,1.9957949500455371e-07,8.800469454305552e-12,547,159,111,75
